FR::saint-denis	Saint-Denis		?	M	Plusieurs Saint-Denis en France, besoin validation granularité
FR::saint-die-des-vosges	Saint-Dié-des-Vosges		OK	H	
FR::saint-dizier	Saint-Dizier		OK	H	
FR::saint-emilion	Saint-Émilion		OK	H	
FR::saint-etienne	Saint-Étienne		OK	H	
FR::saint-etienne-du-gres	Saint-Étienne-du-Grès		OK	H	
FR::saint-fargeau	Saint-Fargeau		OK	H	
FR::saint-florent	Saint-Florent		OK	H	
FR::saint-floret	Saint-Floret		OK	H	
FR::saint-flour	Saint-Flour		?	M	Wikidata montre "Saint-Flour-l'Étang", probablement pas la ville
FR::saint-gaudens	Saint-Gaudens		OK	H	
FR::saint-germain-en-laye	Saint-Germain-en-Laye		OK	H	
FR::saint-gilles-croix-de	Saint-Gilles-Croix-de-Vie		?	M	Nom incomplet, probable Saint-Gilles-Croix-de-Vie
FR::saint-girons	Saint-Girons		OK	H	
FR::saint-guilhem-le-desert	Saint-Guilhem-le-Désert		OK	H	
FR::saint-haon-le-chatel	Saint-Haon-le-Châtel		OK	H	
FR::saint-hippolyte	Saint-Hippolyte		?	M	Plusieurs Saint-Hippolyte, besoin validation granularité
FR::saint-honore-les-bains	Saint-Honoré-les-Bains		OK	H	
FR::saint-jean-cap-ferrat	Saint-Jean-Cap-Ferrat		OK	H	
FR::saint-jean-de-cole	Saint-Jean-de-Côle		OK	H	
FR::saint-jean-de-luz	Saint-Jean-de-Luz		OK	H	
FR::saint-jean-de-maurienne	Saint-Jean-de-Maurienne		OK	H	
FR::saint-jean-du-gard	Saint-Jean-du-Gard		OK	H	
FR::saint-jean-pied-de-port	Saint-Jean-Pied-de-Port		?	M	Wikidata montre la citadelle, pas la ville
FR::saint-jean-saint-maurice-sur-loire	Saint-Jean-Saint-Maurice-sur-Loire		OK	H	
FR::saint-jeannet	Saint-Jeannet		OK	H	
FR::saint-junien	Saint-Junien		OK	H	
FR::saint-lary-soulan	Saint-Lary-Soulan		OK	H	
FR::saint-laurent-sous-coiron	Saint-Laurent-sous-Coiron		OK	H	
FR::saint-leon-sur-vezere	Saint-Léon-sur-Vézère		OK	H	
FR::saint-leonard-de-noblat	Saint-Léonard-de-Noblat		OK	H	
FR::saint-lizier	Saint-Lizier		OK	H	
FR::saint-maixent-l-ecole	Saint-Maixent-l'École		OK	H	
FR::saint-malo	Saint-Malo		OK	H	
FR::saint-marcellin	Saint-Marcellin		OK	H	
FR::saint-martin-d-ardeche	Saint-Martin-d'Ardèche		OK	H	
FR::saint-martin-de-bromes	Saint-Martin-de-Brômes		OK	H	
FR::saint-martin-de-crau	Saint-Martin-de-Crau		OK	H	
FR::saint-martin-de-re	Saint-Martin-de-Ré		OK	H	
FR::saint-martin-en-vercors	Saint-Martin-en-Vercors		OK	H	
FR::saint-martin-vesubie	Saint-Martin-Vésubie		OK	H	
FR::saint-maur-des-fosses	Saint-Maur-des-Fossés		OK	H	
FR::saint-michel-l-observatoire	Saint-Michel-l'Observatoire		OK	H	
FR::saint-mihiel	Saint-Mihiel		OK	H	
FR::saint-montan	Saint-Montan		OK	H	
FR::saint-nazaire	Saint-Nazaire		OK	H	
FR::saint-nazaire-en-royans	Saint-Nazaire-en-Royans		OK	H	
FR::saint-nectaire	Saint-Nectaire		OK	H	
FR::saint-omer	Saint-Omer		OK	H	
FR::saint-ours-les-roches	Saint-Ours		?	M	Wikidata montre "Saint-Ours", pas "Saint-Ours-les-Roches"
FR::saint-paul-de-vence	Saint-Paul-de-Vence		OK	H	
FR::saint-paulet-de-caisson	Saint-Paulet-de-Caisson		OK	H	
FR::saint-pierre-de-mezoargues	Saint-Pierre-de-Mézoargues		OK	H	
FR::saint-pourcain-sur-sioule	Saint-Pourçain-sur-Sioule		OK	H	
FR::saint-quentin	Saint-Quentin		OK	H	
FR::saint-quirin	Saint-Quirin		OK	H	
FR::saint-raphael	Saint-Raphaël		OK	H	
FR::saint-remy-de-provence	Saint-Rémy-de-Provence		OK	H	
FR::saint-saturnin	Saint-Saturnin		?	M	Plusieurs Saint-Saturnin, besoin validation granularité
FR::saint-saturnin-les-apt	Saint-Saturnin-lès-Apt		OK	H	
FR::saint-sauveur-en-puisaye	Saint-Sauveur-en-Puisaye		OK	H	
FR::saint-savin	Saint-Savin		OK	H	
FR::saint-suliac	Saint-Suliac		OK	H	
FR::saint-symphorien-sur-coise	Saint-Symphorien-sur-Coise		OK	H	
FR::saint-trojan-les-bains	Saint-Trojan-les-Bains		OK	H	
FR::saint-tropez	Saint-Tropez		OK	H	
FR::saint-vaast-la-hougue	Saint-Vaast-la-Hougue		OK	H	
FR::saint-valery-sur-somme	Saint-Valery-sur-Somme		OK	H	
FR::saint-veran	Saint-Véran		OK	H	
FR::saint-yrieix-la-perche	Saint-Yrieix-la-Perche		OK	H	
FR::sainte-agnes	Sainte-Agnès		OK	H	
FR::sainte-croix-du-verdon	Sainte-Croix-du-Verdon		OK	H	
FR::sainte-croix-en-jarez	Sainte-Croix-en-Jarez		OK	H	
FR::sainte-enimie	Sainte-Enimie		OK	H	
FR::sainte-genevieve-des-bois	Sainte-Geneviève-des-Bois		OK	H	
FR::sainte-maure-de-touraine	Sainte-Maure-de-Touraine		OK	H	
FR::sainte-suzanne	Sainte-Suzanne		OK	H	
FR::saintes	Saintes		OK	H	
FR::salernes	Salernes		OK	H	
FR::salers	Salers		OK	H	
FR::salies-de-bearn	Salies-de-Béarn		OK	H	
FR::salins-les-bains	Salins-les-Bains		OK	H	
FR::salles-arbuissonnas-en-beaujolais	Salles-Arbuissonnas-en-Beaujolais		OK	H	
FR::samoens	Samoëns		OK	H	
FR::sancerre	Sancerre		OK	H	
FR::sanry-sur-nied	Sanry-sur-Nied		OK	H	
FR::santenay	Santenay		OK	H	
FR::saorge	Saorge		OK	H	
FR::sare	Sare		OK	H	
FR::sarlat-la-caneda	Sarlat-la-Canéda		OK	H	
FR::sarrebourg	Sarrebourg		OK	H	
FR::sarreguemines	Sarreguemines		OK	H	
FR::sartene	Sartène		OK	H	
FR::saulges	Saulges		OK	H	
FR::saumur	Saumur		OK	H	
FR::saverne	Saverne		OK	H	
FR::savines-le-lac	Savines-le-Lac		OK	H	
FR::sceaux	Sceaux		OK	H	
FR::sedan	Sedan		OK	H	
FR::sees	Sées		OK	H	
FR::segre	Segré		OK	H	
FR::seguret	Séguret		OK	H	
FR::selestat	Sélestat		OK	H	
FR::semur-en-auxois	Semur-en-Auxois		OK	H	
FR::semur-en-brionnais	Semur-en-Brionnais		OK	H	
FR::senlis	Senlis		OK	H	
FR::senones	Senones		OK	H	
FR::sens	Sens		OK	H	
FR::sete	Sète		OK	H	
FR::sevres	Sèvres		OK	H	
FR::seyne-les-alpes	Seyne		?	M	Wikidata montre juste "Seyne", vérifier si c'est Seyne-les-Alpes
FR::sillans-la-cascade	Sillans-la-Cascade		OK	H	
